BÁO CÁO HIERARCHY MESH RENDERERS - CAMPUS DUT
Ngày xuất: 2026-05-13 06:07:45
--------------------------------------------------------------------------------
Object Name | Parent Name | Depth | Bounds Size (WxHxD)
--------------------------------------------------------------------------------
SketchUp | DUT_MODELS | 2 | 6.43x0.00x3.24
SketchUp.001 | DUT_MODELS | 2 | 9.59x0.00x6.26
SketchUp.002 | DUT_MODELS | 2 | 9.59x0.00x6.26
SketchUp.003 | DUT_MODELS | 2 | 6.43x0.00x3.24
SketchUp.004 | DUT_MODELS | 2 | 13.00x0.00x13.53
SketchUp.005 | DUT_MODELS | 2 | 2.32x0.00x4.17
SketchUp.006 | DUT_MODELS | 2 | 8.22x0.00x9.34
SketchUp.007 | DUT_MODELS | 2 | 15.11x0.00x12.40
SketchUp.008 | DUT_MODELS | 2 | 4.25x0.00x5.29
SketchUp.009 | DUT_MODELS | 2 | 2.09x0.00x4.20
SketchUp.010 | DUT_MODELS | 2 | 5.11x0.00x4.22
SketchUp.011 | DUT_MODELS | 2 | 13.03x0.00x13.35
SketchUp.012 | DUT_MODELS | 2 | 25.59x0.00x40.71
SketchUp.013 | DUT_MODELS | 2 | 24.54x0.00x16.73
SketchUp.014 | DUT_MODELS | 2 | 9.81x0.00x6.13
SketchUp.015 | DUT_MODELS | 2 | 13.42x0.00x18.13
SketchUp.016 | DUT_MODELS | 2 | 9.84x0.00x6.29
SketchUp.017 | DUT_MODELS | 2 | 20.66x0.00x39.43
SketchUp.018 | DUT_MODELS | 2 | 12.91x0.00x14.77
SketchUp.019 | DUT_MODELS | 2 | 12.99x0.00x15.35
SketchUp.020 | DUT_MODELS | 2 | 23.40x3.60x13.84
SketchUp.021 | DUT_MODELS | 2 | 1.34x0.00x3.36
SketchUp.022 | DUT_MODELS | 2 | 104.51x2.00x57.08
SketchUp.023 | DUT_MODELS | 2 | 34.14x3.60x31.85
SketchUp.024 | DUT_MODELS | 2 | 33.81x0.00x20.06
SketchUp.025 | DUT_MODELS | 2 | 131.48x0.00x86.80
SketchUp.026 | DUT_MODELS | 2 | 5.16x0.00x4.05
SketchUp.027 | DUT_MODELS | 2 | 4.21x0.00x5.26
SketchUp.028 | DUT_MODELS | 2 | 51.51x0.00x52.20
SketchUp.029 | DUT_MODELS | 2 | 68.96x0.00x90.92
SketchUp.030 | DUT_MODELS | 2 | 4.56x0.00x4.49
SketchUp.031 | DUT_MODELS | 2 | 48.37x3.10x97.96
SketchUp.032 | DUT_MODELS | 2 | 70.47x0.00x62.03
SketchUp.033 | DUT_MODELS | 2 | 3.83x0.00x3.96
SketchUp.034 | DUT_MODELS | 2 | 2.38x0.00x2.06
SketchUp.035 | DUT_MODELS | 2 | 7.06x0.00x5.98
SketchUp.036 | DUT_MODELS | 2 | 6.10x0.00x8.19
SketchUp.037 | DUT_MODELS | 2 | 42.70x0.00x29.22
SketchUp.038 | DUT_MODELS | 2 | 15.47x0.00x16.57
SketchUp.039 | DUT_MODELS | 2 | 177.02x0.00x248.52
SketchUp.040 | DUT_MODELS | 2 | 5.99x0.00x11.02
SketchUp.041 | DUT_MODELS | 2 | 4.23x0.00x4.45
SketchUp.042 | DUT_MODELS | 2 | 1.57x0.00x1.52
SketchUp.043 | DUT_MODELS | 2 | 6.09x0.00x5.28
SketchUp.044 | DUT_MODELS | 2 | 5.93x0.00x5.65
SketchUp.045 | DUT_MODELS | 2 | 1.57x0.00x1.52
SketchUp.046 | DUT_MODELS | 2 | 7.31x0.00x10.84
SketchUp.047 | DUT_MODELS | 2 | 1.88x0.00x1.81
SketchUp.048 | DUT_MODELS | 2 | 13.15x0.00x14.49
SketchUp.049 | DUT_MODELS | 2 | 11.21x0.00x16.20
SketchUp.050 | DUT_MODELS | 2 | 10.43x0.00x13.29
SketchUp.051 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.052 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.053 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.054 | DUT_MODELS | 2 | 9.43x0.00x10.96
SketchUp.055 | DUT_MODELS | 2 | 4.95x0.00x4.12
SketchUp.056 | DUT_MODELS | 2 | 28.71x0.00x41.41
SketchUp.057 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.058 | DUT_MODELS | 2 | 9.85x0.00x9.92
SketchUp.059 | DUT_MODELS | 2 | 1.66x0.00x3.24
SketchUp.060 | DUT_MODELS | 2 | 28.86x0.00x51.02
SketchUp.061 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.062 | DUT_MODELS | 2 | 5.93x0.00x5.65
SketchUp.063 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.064 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.065 | DUT_MODELS | 2 | 14.21x0.00x15.94
SketchUp.066 | DUT_MODELS | 2 | 8.79x0.00x14.09
SketchUp.067 | DUT_MODELS | 2 | 9.84x0.00x10.87
SketchUp.068 | DUT_MODELS | 2 | 33.31x0.00x47.88
SketchUp.069 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.070 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.071 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.072 | DUT_MODELS | 2 | 2.00x0.00x2.00
SketchUp.073 | DUT_MODELS | 2 | 11.89x0.00x21.85
SketchUp.074 | DUT_MODELS | 2 | 16.33x0.00x17.03
SketchUp.075 | DUT_MODELS | 2 | 6.24x0.00x7.19
SketchUp.076 | DUT_MODELS | 2 | 5.23x0.00x8.49
SketchUp.077 | DUT_MODELS | 2 | 4.14x0.00x5.35
SketchUp.078 | DUT_MODELS | 2 | 3.58x0.00x4.23
SketchUp.079 | DUT_MODELS | 2 | 6.00x0.00x6.00
SketchUp.080 | DUT_MODELS | 2 | 5.32x0.00x4.22
SketchUp.081 | DUT_MODELS | 2 | 3.57x0.00x1.40
SketchUp.082 | DUT_MODELS | 2 | 11.30x0.00x9.98
SketchUp.083 | DUT_MODELS | 2 | 5.23x0.00x8.49
SketchUp.084 | DUT_MODELS | 2 | 6.00x0.00x6.00
SketchUp.085 | DUT_MODELS | 2 | 41.37x0.00x32.64
SketchUp.086 | DUT_MODELS | 2 | 3.00x0.00x3.00
SketchUp.087 | DUT_MODELS | 2 | 1.68x0.00x1.70
SketchUp.088 | DUT_MODELS | 2 | 26.46x0.00x13.93
SketchUp.089 | DUT_MODELS | 2 | 4.91x0.00x4.45
SketchUp.090 | DUT_MODELS | 2 | 2.91x0.00x2.73
SketchUp.091 | DUT_MODELS | 2 | 43.45x0.00x84.22
SketchUp.092 | DUT_MODELS | 2 | 7.12x0.00x10.80
SketchUp.093 | DUT_MODELS | 2 | 0.09x0.00x1.70
SketchUp.094 | DUT_MODELS | 2 | 5.49x0.00x8.19
SketchUp.095 | DUT_MODELS | 2 | 1.68x0.00x1.70
SketchUp.096 | DUT_MODELS | 2 | 5.73x0.00x4.82
SketchUp.097 | DUT_MODELS | 2 | 20.96x5.17x18.73
SketchUp.098 | DUT_MODELS | 2 | 1.67x0.00x1.78
SketchUp.099 | DUT_MODELS | 2 | 32.96x0.00x46.06
SketchUp.100 | DUT_MODELS | 2 | 25.60x0.00x16.07
SketchUp.101 | DUT_MODELS | 2 | 60.28x0.00x84.06
SketchUp.102 | DUT_MODELS | 2 | 92.02x0.00x97.58
SketchUp.103 | DUT_MODELS | 2 | 77.76x0.00x32.71
SketchUp.104 | DUT_MODELS | 2 | 33.81x0.00x32.68
SketchUp.105 | DUT_MODELS | 2 | 54.56x0.00x41.36
SketchUp.106 | DUT_MODELS | 2 | 48.08x0.00x97.82
SketchUp.107 | DUT_MODELS | 2 | 75.50x0.00x66.76
SketchUp.108 | DUT_MODELS | 2 | 8.59x0.00x5.65
SketchUp.109 | DUT_MODELS | 2 | 5.00x0.00x5.00
SketchUp.110 | DUT_MODELS | 2 | 29.38x0.00x20.31
SketchUp.111 | DUT_MODELS | 2 | 23.34x0.00x13.84
SketchUp.112 | DUT_MODELS | 2 | 20.94x0.00x32.37
SketchUp.113 | DUT_MODELS | 2 | 11.07x0.00x12.25
SketchUp.114 | DUT_MODELS | 2 | 8.46x0.00x5.54
SketchUp.115 | DUT_MODELS | 2 | 14.21x0.00x15.08
SketchUp.116 | DUT_MODELS | 2 | 15.06x0.00x26.96
SketchUp.117 | DUT_MODELS | 2 | 6.50x0.00x4.03
SketchUp.118 | DUT_MODELS | 2 | 21.88x0.00x30.12
SketchUp.119 | DUT_MODELS | 2 | 14.71x0.00x11.72
SketchUp.120 | DUT_MODELS | 2 | 5.00x0.00x5.00
SketchUp.121 | DUT_MODELS | 2 | 2.66x0.00x2.66
SketchUp.122 | DUT_MODELS | 2 | 6.61x0.00x4.07
SketchUp.123 | DUT_MODELS | 2 | 2.96x0.00x3.91
SketchUp.124 | DUT_MODELS | 2 | 43.91x0.00x69.25
SketchUp.125 | DUT_MODELS | 2 | 3.37x0.00x4.08
SketchUp.126 | DUT_MODELS | 2 | 3.02x0.00x4.72
SketchUp.127 | DUT_MODELS | 2 | 4.15x0.00x6.50
SketchUp.128 | DUT_MODELS | 2 | 7.36x0.00x6.94
SketchUp.129 | DUT_MODELS | 2 | 79.01x0.00x132.67
SketchUp.130 | DUT_MODELS | 2 | 9.56x0.00x20.29
SketchUp.131 | DUT_MODELS | 2 | 49.61x0.75x77.23
SketchUp.132 | DUT_MODELS | 2 | 1.50x0.00x0.61
SketchUp.133 | DUT_MODELS | 2 | 4.51x0.00x4.51
SketchUp.134 | DUT_MODELS | 2 | 6.77x0.00x13.07
SketchUp.135 | DUT_MODELS | 2 | 7.49x0.00x6.62
SketchUp.136 | DUT_MODELS | 2 | 7.58x0.00x14.96
SketchUp.137 | DUT_MODELS | 2 | 46.30x0.00x20.02
SketchUp.138 | DUT_MODELS | 2 | 5.41x0.00x5.07
SketchUp.139 | DUT_MODELS | 2 | 46.35x0.00x20.38
SketchUp.140 | DUT_MODELS | 2 | 11.22x0.00x9.34
SketchUp.141 | DUT_MODELS | 2 | 5.43x0.00x5.15
SketchUp.142 | DUT_MODELS | 2 | 5.42x0.00x4.22
SketchUp.143 | DUT_MODELS | 2 | 7.51x0.00x14.93
SketchUp.144 | DUT_MODELS | 2 | 36.33x5.29x75.42
SketchUp.145 | DUT_MODELS | 2 | 2.66x0.00x2.66
SketchUp.146 | DUT_MODELS | 2 | 8.13x0.00x6.26
SketchUp.147 | DUT_MODELS | 2 | 5.25x0.00x8.48
SketchUp.148 | DUT_MODELS | 2 | 6.25x0.00x4.21
SketchUp.149 | DUT_MODELS | 2 | 6.47x0.00x5.37
SketchUp.150 | DUT_MODELS | 2 | 16.28x0.00x10.18
SketchUp.151 | DUT_MODELS | 2 | 5.12x0.00x4.44
SketchUp.152 | DUT_MODELS | 2 | 7.68x0.00x7.31
SketchUp.153 | DUT_MODELS | 2 | 3.08x0.00x4.83
SketchUp.154 | DUT_MODELS | 2 | 178.84x0.00x141.55
SketchUp.155 | DUT_MODELS | 2 | 19.75x0.00x13.45
SketchUp.156 | DUT_MODELS | 2 | 37.88x0.00x58.55
SketchUp.157 | DUT_MODELS | 2 | 80.30x0.00x69.90
SketchUp.158 | DUT_MODELS | 2 | 28.32x0.00x43.21
SketchUp.159 | DUT_MODELS | 2 | 20.01x0.00x18.19
SketchUp.160 | DUT_MODELS | 2 | 9.42x0.00x18.38
SketchUp.161 | DUT_MODELS | 2 | 7.91x0.00x10.93
SketchUp.162 | DUT_MODELS | 2 | 13.43x0.00x8.23
SketchUp.163 | DUT_MODELS | 2 | 27.07x0.00x25.20
SketchUp.164 | DUT_MODELS | 2 | 33.84x0.00x62.50
SketchUp.165 | DUT_MODELS | 2 | 33.11x0.00x15.09
SketchUp.166 | DUT_MODELS | 2 | 6.16x0.00x11.17
SketchUp.167 | DUT_MODELS | 2 | 22.61x0.00x23.92
SketchUp.168 | DUT_MODELS | 2 | 21.39x0.00x16.87
SketchUp.169 | DUT_MODELS | 2 | 5.17x0.00x4.21
SketchUp.170 | DUT_MODELS | 2 | 1.97x0.00x2.03
SketchUp.171 | DUT_MODELS | 2 | 5.66x0.00x5.15
SketchUp.172 | DUT_MODELS | 2 | 20.27x0.00x17.37
SketchUp.173 | DUT_MODELS | 2 | 38.98x0.00x19.68
SketchUp.174 | DUT_MODELS | 2 | 10.88x0.00x7.88
SketchUp.175 | DUT_MODELS | 2 | 3.26x0.00x3.26
SketchUp.176 | DUT_MODELS | 2 | 6.19x0.00x6.59
SketchUp.177 | DUT_MODELS | 2 | 25.67x0.00x26.88
SketchUp.178 | DUT_MODELS | 2 | 8.88x0.00x6.64
SketchUp.179 | DUT_MODELS | 2 | 24.91x0.00x20.03
SketchUp.180 | DUT_MODELS | 2 | 4.61x0.00x8.75
SketchUp.181 | DUT_MODELS | 2 | 24.89x0.00x32.62
SketchUp.182 | DUT_MODELS | 2 | 23.98x0.00x22.32
SketchUp.183 | DUT_MODELS | 2 | 3.98x0.00x8.44
SketchUp.184 | DUT_MODELS | 2 | 5.89x0.00x7.22
SketchUp.185 | DUT_MODELS | 2 | 4.55x0.00x8.53
SketchUp.186 | DUT_MODELS | 2 | 3.39x0.00x2.24
SketchUp.187 | DUT_MODELS | 2 | 4.59x0.00x8.79
SketchUp.188 | DUT_MODELS | 2 | 25.09x3.60x16.73
SketchUp.189 | DUT_MODELS | 2 | 14.62x0.00x9.93
SketchUp.190 | DUT_MODELS | 2 | 0.92x0.00x0.71
SketchUp.191 | DUT_MODELS | 2 | 11.25x3.60x8.09
SketchUp.192 | DUT_MODELS | 2 | 4.04x0.00x3.70
SketchUp.193 | DUT_MODELS | 2 | 3.26x0.00x2.79
SketchUp.194 | DUT_MODELS | 2 | 4.00x0.00x4.03
SketchUp.195 | DUT_MODELS | 2 | 6.32x0.00x6.15
SketchUp.196 | DUT_MODELS | 2 | 45.04x8.00x37.35
SketchUp.197 | DUT_MODELS | 2 | 15.97x0.00x8.00
SketchUp.198 | DUT_MODELS | 2 | 33.25x0.00x35.52
SketchUp.199 | DUT_MODELS | 2 | 60.53x0.00x46.50
SketchUp.200 | DUT_MODELS | 2 | 3.49x0.00x4.37
SketchUp.201 | DUT_MODELS | 2 | 4.30x0.00x6.67
SketchUp.202 | DUT_MODELS | 2 | 11.27x0.00x12.15
SketchUp.203 | DUT_MODELS | 2 | 18.42x8.50x15.90
SketchUp.204 | DUT_MODELS | 2 | 2.98x0.00x3.18
SketchUp.205 | DUT_MODELS | 2 | 3.56x0.00x3.16
SketchUp.206 | DUT_MODELS | 2 | 16.71x0.00x21.00
SketchUp.207 | DUT_MODELS | 2 | 36.23x0.00x40.26
SketchUp.208 | DUT_MODELS | 2 | 7.16x0.00x7.66
SketchUp.209 | DUT_MODELS | 2 | 1.44x0.00x1.66
SketchUp.210 | DUT_MODELS | 2 | 9.59x0.00x6.26
SketchUp.211 | DUT_MODELS | 2 | 2.93x0.00x3.19
SketchUp.212 | DUT_MODELS | 2 | 23.84x8.00x24.43
SketchUp.213 | DUT_MODELS | 2 | 8.68x3.00x8.34
SketchUp.214 | DUT_MODELS | 2 | 4.41x0.00x4.14
SketchUp.215 | DUT_MODELS | 2 | 4.17x0.00x7.67
SketchUp.216 | DUT_MODELS | 2 | 44.51x0.00x23.52
SketchUp.217 | DUT_MODELS | 2 | 116.89x0.00x178.44
SketchUp.218 | DUT_MODELS | 2 | 3.08x0.00x3.16
SketchUp.219 | DUT_MODELS | 2 | 10.61x3.00x9.16
SketchUp.220 | DUT_MODELS | 2 | 37.36x0.00x25.47
SketchUp.221 | DUT_MODELS | 2 | 66.22x0.00x78.31
SketchUp.222 | DUT_MODELS | 2 | 48.73x8.00x63.04
SketchUp.223 | DUT_MODELS | 2 | 9.06x0.00x13.03
SketchUp.224 | DUT_MODELS | 2 | 25.63x9.36x29.97
SketchUp.225 | DUT_MODELS | 2 | 4.15x0.00x4.11
SketchUp.226 | DUT_MODELS | 2 | 5.75x3.00x5.67
SketchUp.227 | DUT_MODELS | 2 | 15.88x0.00x13.98
SketchUp.228 | DUT_MODELS | 2 | 2.14x0.00x2.34
SketchUp.229 | DUT_MODELS | 2 | 17.25x0.00x14.43
SketchUp.230 | DUT_MODELS | 2 | 33.49x0.00x50.23
SketchUp.231 | DUT_MODELS | 2 | 15.34x0.00x15.71
SketchUp.232 | DUT_MODELS | 2 | 45.69x3.60x23.69
SketchUp.233 | DUT_MODELS | 2 | 3.37x0.00x3.37
SketchUp.234 | DUT_MODELS | 2 | 4.84x0.00x10.33
SketchUp.235 | DUT_MODELS | 2 | 15.08x0.00x23.33
SketchUp.236 | DUT_MODELS | 2 | 4.39x0.00x5.56
SketchUp.237 | DUT_MODELS | 2 | 28.70x0.00x20.01
SketchUp.238 | DUT_MODELS | 2 | 4.02x0.00x3.11
SketchUp.239 | DUT_MODELS | 2 | 9.40x0.00x14.57
SketchUp.240 | DUT_MODELS | 2 | 59.34x0.00x79.67
SketchUp.241 | DUT_MODELS | 2 | 18.93x0.00x25.84
SketchUp.242 | DUT_MODELS | 2 | 25.78x0.00x23.56
SketchUp.243 | DUT_MODELS | 2 | 31.61x0.00x23.14
SketchUp.244 | DUT_MODELS | 2 | 62.41x0.00x24.91
SketchUp.245 | DUT_MODELS | 2 | 4.00x0.00x4.00
SketchUp.246 | DUT_MODELS | 2 | 31.56x0.00x41.88
SketchUp.247 | DUT_MODELS | 2 | 16.78x0.00x16.83
SketchUp.248 | DUT_MODELS | 2 | 31.48x0.00x31.37
SketchUp.249 | DUT_MODELS | 2 | 9.95x0.00x8.03
SketchUp.250 | DUT_MODELS | 2 | 15.57x0.00x17.47
SketchUp.251 | DUT_MODELS | 2 | 25.74x3.60x19.16
SketchUp.252 | DUT_MODELS | 2 | 46.83x0.00x84.89
SketchUp.253 | DUT_MODELS | 2 | 19.52x3.60x27.27
SketchUp.254 | DUT_MODELS | 2 | 3.00x0.00x3.00
SketchUp.255 | DUT_MODELS | 2 | 7.09x0.00x8.54
SketchUp.256 | DUT_MODELS | 2 | 6.15x0.00x7.38
SketchUp.257 | DUT_MODELS | 2 | 16.09x0.00x27.02
SketchUp.258 | DUT_MODELS | 2 | 6.60x0.00x7.69
SketchUp.259 | DUT_MODELS | 2 | 4.40x0.00x4.40
SketchUp.260 | DUT_MODELS | 2 | 26.45x0.00x29.57
SketchUp.261 | DUT_MODELS | 2 | 5.90x3.00x6.33
SketchUp.262 | DUT_MODELS | 2 | 13.06x0.00x21.99
SketchUp.263 | DUT_MODELS | 2 | 26.57x0.00x22.44
SketchUp.264 | DUT_MODELS | 2 | 13.52x0.00x11.16
SketchUp.265 | DUT_MODELS | 2 | 3.00x0.00x3.00
SketchUp.266 | DUT_MODELS | 2 | 6.54x0.00x7.75
SketchUp.267 | DUT_MODELS | 2 | 49.15x0.00x73.03
SketchUp.268 | DUT_MODELS | 2 | 6.25x0.00x7.45
SketchUp.269 | DUT_MODELS | 2 | 2.80x0.00x2.52
SketchUp.270 | DUT_MODELS | 2 | 16.13x0.00x19.79
SketchUp.271 | DUT_MODELS | 2 | 9.71x0.00x14.60
SketchUp.272 | DUT_MODELS | 2 | 4.64x0.00x6.15
SketchUp.273 | DUT_MODELS | 2 | 18.15x6.09x22.99
SketchUp.274 | DUT_MODELS | 2 | 19.92x0.00x16.53
SketchUp.275 | DUT_MODELS | 2 | 9.91x0.00x14.62
SketchUp.276 | DUT_MODELS | 2 | 12.34x0.00x14.08
SketchUp.277 | DUT_MODELS | 2 | 4.87x0.00x5.56
SketchUp.278 | DUT_MODELS | 2 | 9.94x0.00x14.73
SketchUp.279 | DUT_MODELS | 2 | 6.52x0.00x7.81
SketchUp.280 | DUT_MODELS | 2 | 3.27x0.00x3.09
SketchUp.281 | DUT_MODELS | 2 | 3.27x0.00x3.09
SketchUp.282 | DUT_MODELS | 2 | 3.27x0.00x3.09
SketchUp.283 | DUT_MODELS | 2 | 6.33x0.00x7.72
SketchUp.284 | DUT_MODELS | 2 | 6.50x0.00x8.72
SketchUp.285 | DUT_MODELS | 2 | 45.89x0.00x55.98
SketchUp.286 | DUT_MODELS | 2 | 54.43x0.00x57.23
SketchUp.287 | DUT_MODELS | 2 | 19.37x0.00x16.79
SketchUp.288 | DUT_MODELS | 2 | 12.08x0.00x8.64
SketchUp.289 | DUT_MODELS | 2 | 1.44x0.00x2.22
SketchUp.290 | DUT_MODELS | 2 | 54.29x0.00x49.35
SketchUp.291 | DUT_MODELS | 2 | 4.24x0.00x6.89
SketchUp.292 | DUT_MODELS | 2 | 20.96x0.00x18.73
SketchUp.293 | DUT_MODELS | 2 | 25.74x0.00x19.16
SketchUp.294 | DUT_MODELS | 2 | 23.84x0.00x24.43
SketchUp.295 | DUT_MODELS | 2 | 45.04x0.00x37.35
SketchUp.296 | DUT_MODELS | 2 | 40.24x0.00x44.39
SketchUp.297 | DUT_MODELS | 2 | 17.80x1.20x22.55
SketchUp.298 | DUT_MODELS | 2 | 17.80x1.20x22.55
SketchUp.299 | DUT_MODELS | 2 | 18.04x1.20x31.32
SketchUp.300 | DUT_MODELS | 2 | 22.82x1.20x33.41
SketchUp.301 | DUT_MODELS | 2 | 9.27x1.20x4.32
SketchUp.302 | DUT_MODELS | 2 | 14.41x4.00x19.05
SketchUp.303 | DUT_MODELS | 2 | 24.99x3.60x34.56
SketchUp.304 | DUT_MODELS | 2 | 24.99x0.00x34.56
SketchUp.305 | DUT_MODELS | 2 | 23.40x0.00x13.84
SketchUp.306 | DUT_MODELS | 2 | 29.32x0.00x17.48
SketchUp.307 | DUT_MODELS | 2 | 11.25x0.00x8.09
SketchUp.308 | DUT_MODELS | 2 | 11.31x0.00x12.62
SketchUp.309 | DUT_MODELS | 2 | 11.24x0.00x12.50
SketchUp.310 | DUT_MODELS | 2 | 71.97x0.00x77.76
SketchUp.311 | DUT_MODELS | 2 | 22.44x0.00x16.25
SketchUp.312 | DUT_MODELS | 2 | 19.52x0.00x27.27
SketchUp.313 | DUT_MODELS | 2 | 13.84x0.00x10.01
SketchUp.314 | DUT_MODELS | 2 | 38.59x0.00x39.29
SketchUp.315 | DUT_MODELS | 2 | 115.50x0.00x164.82
SketchUp.316 | DUT_MODELS | 2 | 3.07x0.00x1.38
SketchUp.317 | DUT_MODELS | 2 | 31.28x0.00x52.07
SketchUp.318 | DUT_MODELS | 2 | 2.45x0.00x3.58
SketchUp.319 | DUT_MODELS | 2 | 117.39x3.30x108.67
SketchUp.320 | DUT_MODELS | 2 | 25.29x0.00x19.59
SketchUp.321 | DUT_MODELS | 2 | 129.36x0.00x61.07
SketchUp.322 | DUT_MODELS | 2 | 0.25x0.00x0.12
SketchUp.323 | DUT_MODELS | 2 | 2.69x0.00x1.56
SketchUp.324 | DUT_MODELS | 2 | 17.33x1.56x9.82
SketchUp.325 | DUT_MODELS | 2 | 19.81x0.00x11.37
SketchUp.326 | DUT_MODELS | 2 | 8.66x0.00x4.60
SketchUp.327 | DUT_MODELS | 2 | 0.93x0.00x0.38
SketchUp.328 | DUT_MODELS | 2 | 34.66x0.00x19.94
SketchUp.329 | DUT_MODELS | 2 | 40.01x0.00x30.23
SketchUp.330 | DUT_MODELS | 2 | 117.36x0.00x113.95
SketchUp.331 | DUT_MODELS | 2 | 24.77x0.00x89.63
SketchUp.332 | DUT_MODELS | 2 | 26.56x0.00x30.37
SketchUp.333 | DUT_MODELS | 2 | 33.51x0.00x40.95
SketchUp.334 | DUT_MODELS | 2 | 0.29x0.00x0.78
SketchUp.335 | DUT_MODELS | 2 | 40.94x0.00x50.45
SketchUp.336 | DUT_MODELS | 2 | 33.20x0.00x29.05
SketchUp.337 | DUT_MODELS | 2 | 57.65x0.00x75.13
SketchUp.338 | DUT_MODELS | 2 | 1.99x0.00x0.78
SketchUp.339 | DUT_MODELS | 2 | 26.41x0.00x14.11
SketchUp.340 | DUT_MODELS | 2 | 24.16x0.00x14.26
SketchUp.341 | DUT_MODELS | 2 | 72.46x0.00x67.92
SketchUp.342 | DUT_MODELS | 2 | 6.76x0.00x11.26
SketchUp.343 | DUT_MODELS | 2 | 21.27x0.00x18.47
SketchUp.344 | DUT_MODELS | 2 | 23.40x0.00x13.68
SketchUp.345 | DUT_MODELS | 2 | 34.76x0.00x76.91
SketchUp.346 | DUT_MODELS | 2 | 61.62x0.00x25.15
SketchUp.347 | DUT_MODELS | 2 | 0.00x0.00x0.00
SketchUp.348 | DUT_MODELS | 2 | 30.81x0.00x41.34
SketchUp.349 | DUT_MODELS | 2 | 15.48x0.00x12.60
SketchUp.350 | DUT_MODELS | 2 | 116.34x0.00x135.59
SketchUp.351 | DUT_MODELS | 2 | 11.49x0.00x16.34
SketchUp.352 | DUT_MODELS | 2 | 13.37x0.00x14.36
SketchUp.353 | DUT_MODELS | 2 | 39.89x0.00x9.57
SketchUp.354 | DUT_MODELS | 2 | 5.28x0.00x2.96
SketchUp.355 | DUT_MODELS | 2 | 79.35x0.00x122.79
SketchUp.356 | DUT_MODELS | 2 | 56.72x0.00x24.87
SketchUp.357 | DUT_MODELS | 2 | 1.47x0.00x0.61
SketchUp.358 | DUT_MODELS | 2 | 11.80x0.01x13.48
SketchUp.359 | DUT_MODELS | 2 | 10.06x0.00x9.52
SketchUp.360 | DUT_MODELS | 2 | 11.22x0.00x5.89
SketchUp.361 | DUT_MODELS | 2 | 41.58x0.00x25.97
SketchUp.362 | DUT_MODELS | 2 | 0.29x0.00x0.61
SketchUp.363 | DUT_MODELS | 2 | 16.75x0.00x24.19
SketchUp.364 | DUT_MODELS | 2 | 1.40x0.00x0.57
SketchUp.365 | DUT_MODELS | 2 | 17.51x0.00x25.25
SketchUp.366 | DUT_MODELS | 2 | 16.90x0.00x11.84
SketchUp.367 | DUT_MODELS | 2 | 6.52x0.00x3.23
SketchUp.368 | DUT_MODELS | 2 | 33.18x0.00x16.22
SketchUp.369 | DUT_MODELS | 2 | 0.02x0.00x0.05
SketchUp.370 | DUT_MODELS | 2 | 17.54x0.00x15.18
SketchUp.371 | DUT_MODELS | 2 | 136.72x0.00x104.71
SketchUp.372 | DUT_MODELS | 2 | 575.33x0.00x726.08
SketchUp.373 | DUT_MODELS | 2 | 6.27x0.00x7.68
SketchUp.374 | DUT_MODELS | 2 | 5.79x0.00x7.54
SketchUp.375 | DUT_MODELS | 2 | 0.46x0.00x1.07
SketchUp.376 | DUT_MODELS | 2 | 1.23x0.00x2.48
SketchUp.377 | DUT_MODELS | 2 | 22.98x0.00x46.97
SketchUp.378 | DUT_MODELS | 2 | 45.72x0.00x17.91
SketchUp.379 | DUT_MODELS | 2 | 124.15x0.00x258.82
SketchUp.380 | DUT_MODELS | 2 | 29.33x0.02x16.64
SketchUp.381 | DUT_MODELS | 2 | 123.30x2.00x118.78
SketchUp.382 | DUT_MODELS | 2 | 8.53x0.00x29.63
SketchUp.383 | DUT_MODELS | 2 | 20.02x0.00x11.11
SketchUp.384 | DUT_MODELS | 2 | 4.70x0.00x8.84
SketchUp.385 | DUT_MODELS | 2 | 114.12x0.00x180.40
SketchUp.386 | DUT_MODELS | 2 | 13.62x0.00x15.91
SketchUp.387 | DUT_MODELS | 2 | 15.15x0.00x15.26
SketchUp.388 | DUT_MODELS | 2 | 12.77x0.00x20.55
SketchUp.389 | DUT_MODELS | 2 | 66.02x0.00x37.28
SketchUp.390 | DUT_MODELS | 2 | 110.04x6.38x106.51
SketchUp.391 | DUT_MODELS | 2 | 22.65x0.00x35.30
SketchUp.392 | DUT_MODELS | 2 | 0.02x0.40x0.03
SketchUp.393 | DUT_MODELS | 2 | 85.46x0.00x92.94
SketchUp.394 | DUT_MODELS | 2 | 28.24x0.00x14.29
SketchUp.395 | DUT_MODELS | 2 | 183.85x0.00x213.20
